,movieid,name,genre,rating
595,610,Heavy Metal  ,"Action,Adventure,Animation,SciFi",4
596,611,Hellraiser: Bloodline  ,"Action,Horror,SciFi",2
597,612,Pallbearer,Comedy,2
598,613,Jane Eyre  ,"Drama,Romance",4
599,614,Loaded  ,"Drama,Thriller",3
600,615,Bread and Chocolate (Pane e cioccolata)  ,Drama,4
601,616,Aristocats,"Animation,Children",3
602,617,Flower of My Secret,Drama,4
603,618,Two Much  ,"Comedy,Romance",2
604,619,Ed  ,Comedy,3
605,621,My Favorite Season  ,Drama,4
606,623,Modern Affair,Romance,3
607,624,Condition Red  ,"Action,Drama,Thriller",4
608,626,Thin Line Between Love and Hate,Comedy,2
609,627,Last Supper,"Drama,Thriller",4
610,628,Primal Fear  ,"Drama,Thriller",4
611,630,Carried Away  ,"Drama,Romance",3
612,631,All Dogs Go to Heaven 2  ,"Animation,Children,Musical",2
613,632,Land and Freedom (Tierra y libertad)  ,War,4
614,633,Denise Calls Up  ,Comedy,4
615,634,Theodore Rex  ,Comedy,2
616,635,Family Thing,"Comedy,Drama",4
617,637,Sgt. Bilko  ,Comedy,3
618,638,Jack and Sarah  ,Romance,3
619,639,Girl 6  ,Comedy,3
620,640,Diabolique  ,"Drama,Thriller",3
621,641,Little Indian,Comedy,1
622,642,Roula  ,Drama,2
623,643,Peanuts - Die Bank zahlt alles  ,Comedy,2
624,644,Happy Weekend  ,Comedy,2
625,645,Nelly & Monsieur Arnaud  ,Drama,4
626,647,Courage Under Fire  ,"Drama,War",4
627,648,Mission: Impossible  ,"Action,Adventure,Mystery",3
628,649,Cold Fever (Á köldum klaka)  ,"Comedy,Drama",4
629,650,Moll Flanders  ,Drama,3
630,651,Superweib,Comedy,2
631,652,301,Mystery,3
632,653,Dragonheart  ,"Action,Adventure,Fantasy",3
633,655,Mutters Courage  ,Comedy,1
634,656,Eddie  ,Comedy,3
635,657,Yankee Zulu  ,"Comedy,Drama",3
636,658,Billy's Holiday  ,Drama,3
637,659,Purple Noon  ,"Crime,Thriller",4
638,660,August  ,Drama,2
639,661,James and the Giant Peach  ,"Animation,Children,Musical",3
640,662,Fear  ,Thriller,3
641,663,Kids in the Hall: Brain Candy  ,Comedy,3
642,664,Faithful  ,Comedy,3
643,665,Underground  ,War,4
644,666,All Things Fair  ,Drama,3
645,667,Bloodsport 2  ,Action,2
646,668,Pather Panchali  ,Drama,4
647,669,Aparajito  ,Drama,4
648,670,World of Apu,Drama,4
649,671,Mystery Science Theater 3000: The Movie  ,"Comedy,SciFi",4
650,672,Tarantella  ,Drama,2
651,673,Space Jam  ,"Adventure,Animation,Children,Fantasy",3
652,674,Barbarella  ,"Adventure,SciFi",3
653,678,Some Folks Call It a Sling Blade  ,"Drama,Thriller",4
654,679,Run of the Country,Drama,4
655,680,Alphaville  ,SciFi,3
656,681,Clean Slate (Coup de Torchon)  ,Crime,4
657,682,Tigrero: A Film That Was Never Made  ,"Documentary,Drama",4
658,684,Windows  ,Drama,1
659,685,It's My Party  ,Drama,3
660,687,Country Life  ,"Drama,Romance",3
661,688,Operation Dumbo Drop  ,"Action,Adventure,Comedy",2
662,690,Promise,Romance,2
663,691,Mrs. Winterbourne  ,"Comedy,Romance",3
664,692,Solo  ,"Action,SciFi,Thriller",2
665,694,Substitute,Action,3
666,695,TrueCrime,"Mystery,Thriller",3
667,696,Butterfly Kiss  ,Thriller,3
668,697,Feeling Minnesota  ,"Drama,Romance",3
669,698,Delta of Venus  ,Drama,2
670,700,Angus  ,Comedy,3
671,701,Daens  ,Drama,4
672,702,Faces  ,Drama,4
673,703,Boys  ,Drama,2
674,704,Quest,"Action,Adventure",2
675,705,Cosi  ,Comedy,4
676,706,Sunset Park  ,Drama,2
677,707,Mulholland Falls  ,"Crime,Noir,Thriller",3
678,708,Truth About Cats & Dogs,"Comedy,Romance",3
679,709,Oliver & Company  ,"Animation,Children",3
680,710,Celtic Pride  ,Comedy,2
681,711,Flipper  ,"Adventure,Children",2
682,712,Captives  ,Drama,4
683,714,Dead Man  ,Western,4
684,715,Horseman on the Roof,Drama,4
685,716,Switchblade Sisters  ,Crime,3
686,717,Mouth to Mouth (Boca a boca)  ,Comedy,4
687,718,Visitors,"Comedy,SciFi",3
688,719,Multiplicity  ,Comedy,3
689,720,Wallace & Gromit: The Best of AardmanAnimation ,Animation,4
690,722,Haunted World of Edward D. Wood Jr.,Documentary,4
691,724,Craft,"Drama,Horror",3
692,725,Great White Hype,Comedy,3
693,726,Last Dance  ,Drama,3
694,728,Cold Comfort Farm  ,Comedy,4
695,729,Institute Benjamenta,Drama,4
696,730,Low Life,Drama,1
697,731,Heaven's Prisoners  ,"Mystery,Thriller",3
698,732,Original Gangstas  ,Crime,3
699,733,Rock,"Action,Adventure",4
700,734,Getting Away With Murder  ,Comedy,3
701,735,Cemetery Man (Dellamorte Dellamore)  ,"Comedy,Horror",3
702,736,Twister  ,"Action,Adventure,Romance",3
703,737,Barb Wire  ,"Action,SciFi",2
704,741,Ghost in the Shell (Kokaku kidotai)  ,"Animation,SciFi",4
705,742,Thinner  ,"Horror,Thriller",3
706,743,Spy Hard  ,Comedy,3
707,744,Brothers in Trouble  ,Drama,2
708,745,Close Shave,"Animation,Comedy",5
709,746,Force of Evil  ,Noir,4
710,747,Stupids,Comedy,2
711,748,Arrival,"Action,SciFi",3
712,749,Man from Down Under,Drama,3
713,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb  ,"SciFi,War",4
714,751,Careful  ,Comedy,4
715,753,Month by the Lake,"Comedy,Drama",3
716,754,Gold Diggers: The Secret of Bear Mountain  ,"Adventure,Children",3
717,755,Kim  ,"Children,Drama",4
718,756,Carmen Miranda: Bananas Is My Business  ,Documentary,3
719,757,Ashes of Time  ,Drama,4
720,758,Jar,Drama,4
721,759,Maya Lin: A Strong Clear Vision  ,Documentary,4
722,760,Stalingrad  ,War,4
723,761,Phantom,Adventure,3
724,762,Striptease  ,"Comedy,Crime",2
725,763,Last of the High Kings,Drama,3
726,764,Heavy  ,"Drama,Romance",3
727,765,Jack  ,"Comedy,Drama",3
728,766,I Shot AndyWarhol  ,Drama,4
729,767,Grass Harp,Drama,3
730,769,Marlene Dietrich: Shadow and Light  ,Documentary,3
731,771,Vie est belle,"Comedy,Drama",4
732,774,Wend Kuuni (God's Gift)  ,Drama,4
733,775,Spirits of the Dead (Tre Passi nel Delirio)  ,Horror,3
734,776,Babyfever  ,"Comedy,Drama",3
735,778,Trainspotting  ,Drama,4
736,779,Til There Was You  ,"Drama,Romance",3
737,780,Independence Day (ID4)  ,"Action,SciFi,War",4
738,781,Stealing Beauty  ,Drama,3
739,782,Fan,Thriller,3
740,783,Hunchback of Notre Dame,"Animation,Children",3
741,784,Cable Guy,Comedy,3
742,785,Kingpin  ,Comedy,3
743,786,Eraser  ,"Action,Thriller",3
744,787,Gate of Heavenly Peace,Documentary,5
745,788,Nutty Professor,"Comedy,Fantasy,SciFi",3
746,789,I,Drama,3
747,790,An Unforgettable Summer  ,Drama,3
748,791,Last Klezmer: Leopold Kozlowski,Documentary,4
749,792,Hungarian Fairy Tale,Fantasy,4
750,793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud)  ,Drama,3
751,796,Very Natural Thing,Drama,3
752,798,Daylight  ,"Action,Adventure,Thriller",3
753,799,Frighteners,"Comedy,Horror",3
754,800,Lone Star  ,"Drama,Mystery",4
755,801,Harriet the Spy  ,"Children,Comedy",3
756,802,Phenomenon  ,"Drama,Romance",3
757,803,Walking and Talking  ,Romance,4
758,804,She's the One  ,"Comedy,Romance",3
759,805,Time to Kill,Drama,4
760,806,American Buffalo  ,Drama,3
761,807,Rendezvous in Paris (Rendez-vous de Paris,"Comedy,Romance",3
762,808,Alaska  ,"Adventure,Children",3
763,809,Fled  ,"Action,Adventure",3
764,810,Kazaam  ,"Children,Comedy,Fantasy",1
765,811,Bewegte Mann,Comedy,4
766,813,Larger Than Life  ,Comedy,3
767,814,Boy Called Hate,Drama,3
768,815,Power 98  ,"Action,Mystery,Thriller",2
769,818,Very Brady Sequel,Comedy,3
770,820,Death in the Garden (Mort en ce jardin,Drama,3
771,821,Crude Oasis,Romance,2
772,823,Collectionneuse,Drama,3
773,824,Kaspar Hauser  ,Drama,4
774,826,Diebinnen  ,Drama,1
775,827,Convent,Drama,3
776,828,Adventures of Pinocchio,"Adventure,Children",3
777,829,Joe's Apartment  ,"Comedy,Musical",2
778,830,First Wives Club,Comedy,3
779,831,Stonewall  ,Drama,4
780,832,Ransom  ,"Drama,Thriller",3
781,833,High School High  ,Comedy,2
782,834,Phat Beach  ,Comedy,2
783,835,Foxfire  ,Drama,3
784,836,Chain ReAction ,"Action,Adventure,Thriller",3
785,837,Matilda  ,"Children,Comedy",3
786,838,Emma  ,"Comedy,Drama,Romance",4
787,839,Crow: City of Angels,"Action,Thriller",2
788,840,House Arrest  ,Comedy,3
789,841,Eyes Without a Face  ,Horror,3
790,842,Tales from the Crypt Presents: Bordello of Blood  ,Horror,3
791,843,Lotto Land  ,Drama,1
792,844,Story of Xinghua,Drama,4
793,846,Flirt  ,Drama,4
794,847,Big Squeeze,"Comedy,Drama",2
795,848,Spitfire Grill,Drama,3
796,849,Escape from L.A.  ,"Action,Adventure,SciFi",3
797,850,Cyclo  ,"Crime,Drama",4
798,851,Basquiat  ,Drama,3
799,852,Tin Cup  ,"Comedy,Romance",3
800,853,Dingo  ,Drama,4
801,854,Ballad of Narayama,Drama,4
802,858,Godfather,"Action,Crime",5
803,859,Hippie Revolution,Documentary,2
804,860,Maybe,Comedy,4
805,861,Supercop  ,"Action,Thriller",4
806,862,Manny & Lo  ,Drama,4
807,863,Celestial Clockwork  ,Comedy,4
808,864,Wife,"Comedy,Drama",4
809,865,Small Faces  ,Drama,2
810,866,Bound  ,"Crime,Drama,Romance",4
811,867,Carpool  ,"Comedy,Crime",2
812,868,Death in Brunswick  ,Comedy,3
813,869,Kansas City  ,Crime,3
814,870,Gone Fishin'  ,Comedy,2
815,872,Aiqing wansui  ,Drama,3
816,874,Killer: A Journal of Murder  ,"Crime,Drama",3
817,875,Nothing to Lose  ,Drama,3
818,876,Police Story 4: Project S (Chao ji ji hua)  ,Action,3
819,877,Girls Town  ,Drama,3
820,878,Bye-Bye  ,Drama,4
821,879,Relic,Horror,3
822,880,Island of Dr. Moreau,"SciFi,Thriller",2
823,881,First Kid  ,"Children,Comedy",3
824,882,Trigger Effect,"Drama,Thriller",3
825,884,Sweet Nothing  ,Drama,3
826,885,Bogus  ,"Children,Drama,Fantasy",3
827,886,Bulletproof  ,Action,3
828,887,Talk of Angels  ,Drama,2
829,888,Land Before Time III: The Time of the Great Giving  ,"Animation,Children",2
830,889,1-900  ,Romance,2
831,891,Halloween: The Curse of Michael Myers  ,"Horror,Thriller",2
832,892,Twelfth Night  ,"Comedy,Drama,Romance",4
833,893,Mother Night  ,Drama,4
834,895,Venice/Venice  ,Drama,1
835,896,Wild Reeds  ,Drama,3
836,897,For Whom the Bell Tolls  ,"Adventure,War",4
837,898,Philadelphia Story,"Comedy,Romance",4
838,899,Singin' in the Rain  ,"Musical,Romance",4
839,900,American in Paris,"Musical,Romance",4
840,901,Funny Face  ,"Comedy,Musical",4
841,902,Breakfast at Tiffany's  ,"Drama,Romance",4
842,903,Vertigo  ,"Mystery,Thriller",4
843,904,Rear Window  ,"Mystery,Thriller",4
844,905,It Happened One Night  ,Comedy,4
845,906,Gaslight  ,"Mystery,Thriller",4
846,907,Gay Divorcee,"Comedy,Musical",4
847,908,North by Northwest  ,"Drama,Thriller",4
848,909,Apartment,"Comedy,Drama",4
849,910,Some Like It Hot  ,"Comedy,Crime",4
850,911,Charade  ,"Comedy,Mystery,Romance",4
851,912,Casablanca  ,"Drama,Romance,War",4
852,913,Maltese Falcon,"Noir,Mystery",4
853,914,My Fair Lady  ,"Musical,Romance",4
854,915,Sabrina  ,"Comedy,Romance",4
855,916,Roman Holiday  ,"Comedy,Romance",4
856,917,Little Princess,"Children,Drama",4
857,918,Meet Me in St. Louis  ,Musical,4
858,919,Wizard of Oz,"Adventure,Children,Musical",4
859,920,Gone with the Wind  ,"Drama,Romance,War",4
860,921,My Favorite Year  ,Comedy,4
861,922,Sunset Blvd. (a.k.a. Sunset Boulevard)  ,Noir,4
862,923,Citizen Kane  ,Drama,4
863,924,2001: A Space Odyssey  ,"Drama,Mystery,SciFi",4
864,925,Golden Earrings  ,"Adventure,Romance",3
865,926,All About Eve  ,Drama,4
866,927,Women,Comedy,4
867,928,Rebecca  ,"Romance,Thriller",4
868,929,Foreign Correspondent  ,Thriller,4
869,930,Notorious  ,"Noir,Romance,Thriller",4
870,931,Spellbound  ,"Mystery,Romance,Thriller",4
871,932,Affair to Remember,Romance,4
872,933,To Catch a Thief  ,"Comedy,Romance,Thriller",4
873,934,Father of the Bride  ,Comedy,4
874,935,Band Wagon,"Comedy,Musical",4
875,936,Ninotchka  ,"Comedy,Romance",4
876,937,Love in the Afternoon  ,"Comedy,Romance",4
877,938,Gigi  ,Musical,4
878,939,Reluctant Debutante,"Comedy,Drama",3
879,940,Adventures of Robin Hood,"Action,Adventure",4
880,941,Mark of Zorro,Adventure,4
881,942,Laura  ,"Crime,Noir,Mystery",4
882,943,Ghost and Mrs. Muir,"Drama,Romance",4
883,944,Lost Horizon  ,Drama,4
884,945,Top Hat  ,"Comedy,Musical,Romance",4
885,946,To Be or Not to Be  ,"Comedy,Drama,War",4
886,947,My Man Godfrey  ,Comedy,4
887,948,Giant  ,Drama,4
888,949,East of Eden  ,Drama,4
889,950,Thin Man,Mystery,4
890,951,His Girl Friday  ,Comedy,4
891,952,Around the World in 80 Days  ,"Adventure,Comedy",4
892,953,It's a Wonderful Life  ,Drama,4
893,954,Mr. Smith Goes to Washington  ,Drama,4
894,955,Bringing Up Baby  ,Comedy,4
895,956,Penny Serenade  ,"Drama,Romance",4
896,957,Scarlet Letter,Drama,3
897,958,Lady of Burlesque  ,"Comedy,Mystery",3
898,959,Of Human Bondage  ,Drama,4
899,960,Angel on My Shoulder  ,"Crime,Drama",3
900,961,Little Lord Fauntleroy  ,Drama,3
901,962,They Made Me a Criminal  ,"Crime,Drama",4
902,963,Inspector General,Musical,4
903,964,Angel and the Badman  ,Western,3
904,965,39 Steps,Thriller,4
905,966,Walk in the Sun,Drama,4
906,967,Outlaw,Western,3
907,968,Night of the Living Dead  ,"Horror,SciFi",4
908,969,African Queen,"Action,Adventure,War",4
909,970,Beat the Devil  ,"Comedy,Drama",3
910,971,Cat on a Hot Tin Roof  ,Drama,4
911,972,Last Time I Saw Paris,Drama,3
912,973,Meet John Doe  ,Drama,4
913,974,Algiers  ,"Drama,Romance",4
914,975,Something to Sing About  ,"Comedy,Musical",2
915,976,Farewell to Arms,"Romance,War",4
916,977,Moonlight Murder  ,Mystery,2
917,978,Blue Angel,Drama,4
918,980,In the Line of Duty 2  ,Action,3
919,981,Dangerous Ground  ,Drama,3
920,982,Picnic  ,Drama,4
921,984,Pompatus of Love,"Comedy,Drama",3
922,985,Small Wonders  ,Documentary,4
923,986,Fly Away Home  ,"Adventure,Children",4
924,987,Bliss  ,"Drama,Romance",3
925,988,Grace of My Heart  ,"Comedy,Drama",3
926,989,Schlafes Bruder (Brother of Sleep)  ,Drama,5
927,990,Maximum Risk  ,"Action,Adventure,Thriller",3
928,991,Michael Collins  ,"Drama,War",4
929,992,Rich Man's Wife,Thriller,3
930,993,Infinity  ,Drama,3
931,994,Big Night  ,Drama,4
932,996,Last Man Standing  ,"Action,Drama,Western",3
933,997,Caught  ,"Drama,Thriller",3
934,998,Set It Off  ,"Action,Crime",3
935,999,2 Days in the Valley  ,Crime,3
936,1000,Curdled  ,Crime,3
937,1002,Ed's Next Move  ,Comedy,4
938,1003,Extreme Measures  ,"Drama,Thriller",3
939,1004,Glimmer Man,"Action,Thriller",3
940,1005,D3: The Mighty Ducks  ,"Children,Comedy",2
941,1006,Chamber,Drama,3
942,1007,Apple Dumpling Gang,"Children,Comedy",3
943,1008,Davy Crockett,Western,3
944,1009,Escape to Witch Mountain  ,"Adventure,Children,Fantasy",3
945,1010,Love Bug,"Children,Comedy",3
946,1011,Herbie Rides Again  ,"Adventure,Children,Comedy",3
947,1012,Old Yeller  ,"Children,Drama",4
948,1013,Parent Trap,"Children,Drama",4
949,1014,Pollyanna  ,"Children,Comedy,Drama",3
950,1015,Homeward Bound: The Incredible Journey  ,"Adventure,Children",3
951,1016,Shaggy Dog,"Children,Comedy",3
952,1017,Swiss Family Robinson  ,"Adventure,Children",4
953,1018,That Darn Cat!  ,"Children,Comedy,Mystery",3
954,1019,20,"Adventure,Children,SciFi",4
955,1020,Cool Runnings  ,Comedy,3
956,1021,Angels in the Outfield  ,"Children,Comedy",3
957,1022,Cinderella  ,"Animation,Children,Musical",4
958,1023,Winnie the Pooh and the Blustery Day  ,"Animation,Children",4
959,1024,Three Caballeros,"Animation,Children",3
960,1025,Sword in the Stone,"Animation,Children",4
961,1026,So Dear to My Heart  ,"Children,Drama",4
962,1027,Robin Hood: Prince of Thieves  ,Drama,3
963,1028,Mary Poppins  ,"Children,Comedy,Musical",4
964,1029,Dumbo  ,"Animation,Children,Musical",4
965,1030,Pete's Dragon  ,"Adventure,Animation,Children",3
966,1031,Bedknobs and Broomsticks  ,"Adventure,Children,Musical",3
967,1032,Alice in Wonderland  ,"Animation,Children,Musical",4
968,1033,Fox and the Hound,"Animation,Children",3
969,1034,Freeway  ,Crime,4
970,1035,Sound of Music,Musical,4
971,1036,Die Hard  ,"Action,Thriller",4
972,1037,Lawnmower Man,"Action,SciFi",3
973,1038,Unhook the Stars  ,Drama,3
974,1039,Synthetic Pleasures  ,Documentary,4
975,1040,Secret Agent,Drama,3
976,1041,Secrets & Lies  ,Drama,4
977,1042,That Thing You Do!  ,Comedy,3
978,1043,To Gillian on Her 37th Birthday  ,"Drama,Romance",3
979,1044,Surviving Picasso  ,Drama,3
980,1046,Beautiful Thing  ,"Drama,Romance",4
981,1047,Long Kiss Goodnight,"Action,Thriller",3
982,1049,Ghost and the Darkness,"Action,Adventure",3
983,1050,Looking for Richard  ,"Documentary,Drama",4
984,1051,Trees Lounge  ,Drama,3
985,1053,Normal Life  ,"Crime,Drama",3
986,1054,Get on the Bus  ,Drama,3
987,1055,Shadow Conspiracy  ,Thriller,3
988,1056,Jude  ,Drama,4
989,1057,Everyone Says I Love You  ,"Comedy,Musical,Romance",4
990,1058,Bitter Sugar (Azucar Amargo)  ,Drama,3
991,1059,William Shakespeare's Romeo and Juliet  ,"Drama,Romance",3
992,1060,Swingers  ,"Comedy,Drama",4
993,1061,Sleepers  ,"Crime,Drama",4
994,1062,Sunchaser,Drama,2
995,1063,Johns  ,Drama,3
996,1064,Aladdin and the King of Thieves  ,"Animation,Children,Comedy",3
997,1066,Shall We Dance?  ,"Comedy,Musical,Romance",4
998,1067,Damsel in Distress,"Comedy,Musical",4
999,1068,Crossfire  ,"Crime,Noir",4
1000,1069,Murder,"Noir,Thriller",4
1001,1070,Macao  ,Adventure,3
1002,1071,For the Moment  ,"Romance,War",3
1003,1073,Willy Wonka and the Chocolate Factory  ,"Adventure,Children,Comedy",4
1004,1076,Innocents,Thriller,4
1005,1077,Sleeper  ,"Comedy,SciFi",4
1006,1078,Bananas  ,"Comedy,War",4
1007,1079,Fish Called Wanda,Comedy,4
1008,1080,Monty Python's Life of Brian  ,Comedy,4
1009,1081,Victor/Victoria  ,"Comedy,Musical",4
1010,1082,Candidate,Drama,4
1011,1083,Great Race,"Comedy,Musical",4
1012,1084,Bonnie and Clyde  ,"Crime,Drama",4
1013,1085,Old Man and the Sea,"Adventure,Drama",4
1014,1086,Dial M for Murder  ,"Mystery,Thriller",4
1015,1087,Madame Butterfly  ,Musical,3
1016,1088,Dirty Dancing  ,"Musical,Romance",3
1017,1089,Reservoir Dogs  ,"Crime,Thriller",4
1018,1090,Platoon  ,"Drama,War",4
1019,1091,Weekend at Bernie's  ,Comedy,3
1020,1092,Basic Instinct  ,"Mystery,Thriller",4
1021,1093,Doors,"Drama,Musical",3
1022,1094,Crying Game,"Drama,Romance",4
1023,1095,Glengarry Glen Ross  ,Drama,4
1024,1096,Sophie's Choice  ,Drama,4
1025,1097,E.T. the Extra-Terrestrial  ,"Children,Drama,Fantasy",4
1026,1098,Search for One-eye Jimmy,Comedy,2
1027,1099,Christmas Carol,Drama,4
1028,1100,Days of Thunder  ,"Action,Romance",3
1029,1101,Top Gun  ,"Action,Romance",4
1030,1102,American Strays  ,Action,2
1031,1103,Rebel Without a Cause  ,Drama,4
1032,1104,Streetcar Named Desire,Drama,4
1033,1105,Children of the Corn IV: The Gathering  ,Horror,2
1034,1107,Loser  ,Comedy,2
1035,1111,Microcosmos (Microcosmos: Le peuple de l'herbe)  ,Documentary,4
1036,1112,Palookaville  ,"Action,Drama",3
1037,1113,Associate,Comedy,3
1038,1114,Funeral,Drama,3
1039,1115,Sleepover  ,"Comedy,Drama",1
1040,1116,Single Girl,Drama,3
1041,1117,Eighth Day,Drama,4
1042,1118,Tashunga  ,"Adventure,Western",2
1043,1119,Drunks  ,Drama,3
1044,1120,People vs. Larry Flynt,Drama,4
1045,1121,Glory Daze  ,Drama,3
1046,1123,Perfect Candidate,Documentary,4
1047,1124,On Golden Pond  ,Drama,4
1048,1125,Return of the Pink Panther,Comedy,4
1049,1126,Drop Dead Fred  ,"Comedy,Fantasy",2
1050,1127,Abyss,"Action,Adventure,Thriller",4
1051,1128,Fog,Horror,3
1052,1129,Escape from New York  ,"Action,Adventure,SciFi",3
1053,1130,Howling,Horror,3
1054,1131,Jean de Florette  ,Drama,4
1055,1132,Manon of the Spring (Manon des sources)  ,Drama,4
1056,1133,Talking About Sex  ,"Comedy,Drama",2
1057,1134,Johnny 100 Pesos  ,"Action,Drama",3
1058,1135,Private Benjamin  ,Comedy,3
1059,1136,Monty Python and the Holy Grail  ,Comedy,4
1060,1138,Dadetown  ,Documentary,4
1061,1139,Everything Relative  ,Drama,4
1062,1142,Get Over It  ,Drama,1
1063,1144,Line King: Al Hirschfeld,Documentary,4
1064,1145,Snowriders  ,Documentary,2
1065,1147,When We Were Kings  ,Documentary,4
1066,1148,Wrong Trousers,"Animation,Comedy",5
1067,1149,JLG/JLG - autoportrait de décembre  ,"Documentary,Drama",4
1068,1150,Return of Martin Guerre,Drama,4
1069,1151,Faust  ,"Animation,Comedy,Thriller",3
1070,1152,He Walked by Night  ,"Crime,Noir,Thriller",3
1071,1153,Raw Deal  ,Noir,3
1072,1154,T-Men  ,Noir,4
1073,1160,Six of a Kind  ,Comedy,2
1074,1161,Tin Drum,Drama,4
1075,1162,Ruling Class,Comedy,4
1076,1163,Mina Tannenbaum  ,Drama,3
1077,1164,Two or Three Things I Know About Her  ,Drama,4
1078,1165,Bloody Child,"Drama,Thriller",1
1079,1167,Dear God  ,Comedy,3
1080,1168,Bad Moon  ,Horror,2
1081,1169,American Dream  ,Documentary,4
1082,1170,Best of the Best 3: No Turning Back  ,Action,2
1083,1171,Bob Roberts  ,Comedy,4
1084,1172,Cinema Paradiso  ,"Comedy,Drama,Romance",4
1085,1173,Cook the Thief His Wife & Her Lover,Drama,3
1086,1174,Grosse Fatigue  ,Comedy,4
1087,1175,Delicatessen  ,"Comedy,SciFi",4
1088,1176,Double Life of Veronique,Drama,4
1089,1177,Enchanted April  ,Drama,4
1090,1178,Paths of Glory  ,"Drama,War",4
1091,1179,Grifters,"Crime,Drama",4
1092,1180,Hear My Song  ,Comedy,4
1093,1181,Shooter,Action,3
1094,1183,English Patient,"Drama,Romance",4
1095,1184,Mediterraneo  ,"Comedy,War",4
1096,1185,My Left Foot  ,Drama,4
1097,1186,Sex,Drama,4
1098,1187,Passion Fish  ,Drama,4
1099,1188,Strictly Ballroom  ,"Comedy,Romance",4
1100,1189,Thin Blue Line,Documentary,4
1101,1190,Tie Me Up! Tie Me Down!  ,Drama,4
1102,1191,Madonna: Truth or Dare  ,Documentary,3
1103,1192,Paris Is Burning  ,Documentary,4
1104,1193,One Flew Over the Cuckoo's Nest  ,Drama,4
1105,1194,Up in Smoke  ,Comedy,3
1106,1196,StarWars: Episode V - The Empire Strikes Back  ,"Action,Adventure,Drama,War",4
1107,1197,Princess Bride,"Action,Adventure,Romance",4
1108,1198,Raiders of the Lost Ark  ,"Action,Adventure",4
1109,1199,Brazil  ,SciFi,4
1110,1200,Aliens  ,"Action,SciFi,Thriller",4
1111,1201,Good,Action,4
1112,1202,Withnail and I  ,Comedy,4
1113,1203,12 Angry Men  ,Drama,4
1114,1204,Lawrence of Arabia  ,"Adventure,War",4
1115,1205,Transformers: The Movie,"Action,Animation,SciFi,Thriller",3
1116,1206,Clockwork Orange,SciFi,4
1117,1207,To Kill a Mockingbird  ,Drama,4
1118,1208,Apocalypse Now  ,"Drama,War",4
1119,1209,Once Upon a Time in the West  ,Western,4
1120,1210,StarWars: Episode VI - Return of the Jedi  ,"Action,Adventure,Romance,War",4
1121,1211,Wings of Desire (Der Himmel über Berlin)  ,"Comedy,Drama,Romance",4
1122,1212,Third Man,"Mystery,Thriller",4
1123,1213,GoodFellas  ,"Crime,Drama",4
1124,1214,Alien  ,"Action,Horror,SciFi",4
1125,1215,Army of Darkness  ,"Action,Adventure,Comedy,SciFi",4
1126,1216,Big Blue,"Adventure,Romance",4
1127,1217,Ran  ,"Drama,War",4
1128,1218,Killer,"Action,Thriller",4
1129,1219,Psycho  ,"Horror,Thriller",4
1130,1220,Blues Brothers,"Action,Comedy",4
1131,1221,Godfather: Part II,"Action,Crime",4
1132,1222,Full Metal Jacket  ,"Action,Drama,War",4
1133,1223,Grand Day Out,"Animation,Comedy",4
1134,1224,Henry V  ,"Drama,War",4
1135,1225,Amadeus  ,Drama,4
1136,1226,Quiet Man,"Comedy,Romance",4
1137,1227,Once Upon a Time in America  ,"Crime,Drama,Thriller",4
1138,1228,Raging Bull  ,Drama,4
1139,1230,Annie Hall  ,"Comedy,Romance",4
1140,1231,Right Stuff,Drama,4
1141,1232,Stalker  ,"Mystery,SciFi",4
1142,1233,Boat,"Action,Drama",4
1143,1234,Sting,"Comedy,Crime",4
1144,1235,Harold and Maude  ,Comedy,4
1145,1236,Trust  ,"Comedy,Drama",4
1146,1237,Seventh Seal,Drama,4
1147,1238,Local Hero  ,Comedy,4
1148,1240,Terminator,"Action,SciFi",4
1149,1241,Braindead  ,"Comedy,Horror",3
1150,1242,Glory  ,"Action,Drama,War",4
1151,1243,Rosencrantz and Guildenstern Are Dead  ,"Comedy,Drama",4
1152,1244,Manhattan  ,"Comedy,Drama,Romance",4
1153,1245,Miller's Crossing  ,Drama,4
1154,1246,Dead Poets Society  ,Drama,4
1155,1247,Graduate,"Drama,Romance",4
1156,1248,Touch of Evil  ,"Noir,Thriller",4
1157,1249,Nikita (La Femme Nikita)  ,Thriller,4
1158,1250,Bridge on the River Kwai,"Drama,War",4
1159,1251,8 1/2,Drama,4
1160,1252,Chinatown  ,"Noir,Mystery,Thriller",4
1161,1253,Day the Earth Stood Still,"Drama,SciFi",4
1162,1254,Treasure of the Sierra Madre,Adventure,4
1163,1255,Bad Taste  ,"Comedy,Horror",3
1164,1256,Duck Soup  ,"Comedy,War",4
1165,1257,Better Off Dead...  ,Comedy,4
1166,1258,Shining,Horror,4
1167,1259,Stand by Me  ,"Adventure,Comedy,Drama",4
1168,1260,M  ,"Crime,Noir,Thriller",4
1169,1261,Evil Dead II (Dead By Dawn)  ,"Action,Adventure,Comedy",4
1170,1262,Great Escape,"Adventure,War",4
1171,1263,Deer Hunter,"Drama,War",4
1172,1264,Diva  ,"Action,Drama,Mystery,Thriller",4
1173,1265,Groundhog Day  ,"Comedy,Romance",4
1174,1266,Unforgiven  ,Western,4
